,index,tweet_id,original_tweet_id,original_tweet_user,date_time,user_id,username,followers,friends,user_description,statuses,text,nr_likes,users_likes,nr_RT,entities,nr_responses,users_responses
3359,4018,817768844890611714,,,2017-01-07 16:24:20,86321285,gjvu,1909,293,"Liberaal nuchtere Fries, Ondernemer & heuristische positivo, duurzaam is het pas onder de groene streep. #AquaZumba #Frutarian
http://t.co/brtoOJFX9G",74097,"Links de CO2 in de atmosfeer, rechts de geïmplodeerde armoede. Het causaal verband ... energie. https://t.co/QyQDaCPk1c",2,lbergkamp;bimbombram,0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'media': [{'sizes': {'large': {'w': 486, 'resize': 'fit', 'h': 449}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}, 'medium': {'w': 486, 'resize': 'fit', 'h': 449}, 'small': {'w': 486, 'resize': 'fit', 'h': 449}}, 'display_url': 'pic.twitter.com/QyQDaCPk1c', 'indices': [96, 119], 'media_url': 'http://pbs.twimg.com/media/C1lL79oWIAI_8YW.jpg', 'url': 'https://t.co/QyQDaCPk1c', 'type': 'photo', 'id_str': '817768300872605698', 'expanded_url': 'https://twitter.com/gjvu/status/817768844890611714/photo/1', 'media_url_https': 'https://pbs.twimg.com/media/C1lL79oWIAI_8YW.jpg', 'id': 817768300872605698}], 'urls': []}",,
3360,4019,817768115199213568,,,2017-01-07 16:21:26,516470265,RuyssenaarsJan,255,704,"Retired lobbyist, ex (Oxfam)Novib. 
Vrede en mensenrechten.  Actief in GroenLinks.",797,"grootouders https://t.co/uW6TCPwnw1  Doe mee, sluit je aan. Grootouders en kleinkinderen  knokken voor klimaat en milieu. Wij ook.",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uW6TCPwnw1', 'expanded_url': 'http://www.urgenda.nl/themas/klimaat-en-energie/grootouders-voor-het-klimaat/#.WHEVO8RM1bY.twitter', 'indices': [12, 35], 'display_url': 'urgenda.nl/themas/klimaat…'}]}",,
3361,4020,817767708578217986,816959079147065345,marcelcrok,2017-01-07 16:19:49,121550057,janwillemvangen,299,575,"Retired. Ex-EZ, ex vz. OR-EZ.  Coach-naar-andere-baan. Internationale Zaken. Klimaat. Space. Vrijwilliger. Raadgever. RT is just that & not more",17817,"RT @marcelcrok: Kamp: Alles wat we op CO2-gebied in Nederland extra besparen, mag in andere landen weer de lucht in. Daar schiet je dus nik…",0,[],5,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '211535270', 'screen_name': 'marcelcrok', 'id': 211535270, 'name': 'Marcel Crok', 'indices': [3, 14]}], 'urls': []}",,
3362,4021,817767091067617280,817425487379177472,Vision23,2017-01-07 16:17:22,118359785,arievandersluis,266,363,"Professional Duurzaamheid en Openbare Ruimte.                       
Bekijk ook mijn Linkedinprofiel: https://t.co/rzEFK0YEm0",1231,RT @Vision23: CO2-uitstoot van Duitse elektriciteitsproductie in 2016 licht gedaald. Vooral door meer stroomproductie uit gas en minder uit…,0,[],6,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '56672123', 'screen_name': 'Vision23', 'id': 56672123, 'name': 'Jasper Vis', 'indices': [3, 12]}], 'urls': []}",,
3363,4022,817766516213108736,,,2017-01-07 16:15:05,2909686366,IndigoHans,49,48,♌♌♌♌♒♒♒♒♒♌♌♌♌♌     THE FINAL COUNTDOWN♌♌♌♌♒♒♒♒♒♌♌♌♌,4131,"@PourbusVerhelst wil je het huidige klimaat begrijpen moet je terug in de tijd,naar 1519...Frans 1.....vaticaan....habsburg",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '729314283906019328', 'screen_name': 'PourbusVerhelst', 'id': 729314283906019328, 'name': 'Petra Verhelst', 'indices': [0, 16]}], 'urls': []}",,
3364,4023,817766283219443712,,,2017-01-07 16:14:09,2463112652,Climate_Cop,1028,573,"#AGW #ClimateChange #GlobalWarming
#IPCC #ClimateCult #Fraud #Science",159994,#IPCC https://t.co/lKkEVa6rh7 Nieuwsuur windenergie 21 april 2014,0,[],0,"{'symbols': [], 'hashtags': [{'indices': [0, 5], 'text': 'IPCC'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lKkEVa6rh7', 'expanded_url': 'https://www.youtube.com/watch?v=QN7Mmp1nIi8', 'indices': [6, 29], 'display_url': 'youtube.com/watch?v=QN7Mmp…'}]}",,
3365,4025,817765299386720256,,,2017-01-07 16:10:15,4170401255,VL_Isoleert,29,18,,101,Duurzaam bouwen en renoveren met chemie en kunststoffen zorgt voor minder CO2-uitstoot. Lees het hier: https://t.co/tlQpqghtHT,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tlQpqghtHT', 'expanded_url': 'http://bit.ly/2gKWbyx', 'indices': [103, 126], 'display_url': 'bit.ly/2gKWbyx'}]}",,
3366,4026,817765063939489792,817688525038559232,MDVisserij,2017-01-07 16:09:19,1185334580,HakvoortQuality,239,506,"Advies over voedselveiligheid normen (o.a. HACCP, BRS, IFS, ISO 22000) en Auditing. Ook voor uw contacten met de NVWA.",375,RT @MDVisserij: Onderzoek  @WUR toont grote daling van #CO2-uitstoot door pulsvisserij.  Lees meer: https://t.co/VuVe3dddUM https://t.co/PC…,0,[],18,"{'symbols': [], 'hashtags': [{'indices': [55, 59], 'text': 'CO2'}], 'user_mentions': [{'id_str': '1853811228', 'screen_name': 'MDVisserij', 'id': 1853811228, 'name': 'MDV', 'indices': [3, 14]}, {'id_str': '20045134', 'screen_name': 'WUR', 'id': 20045134, 'name': 'Wageningen U&R', 'indices': [27, 31]}], 'urls': [{'url': 'https://t.co/VuVe3dddUM', 'expanded_url': 'http://ow.ly/g39p307KBUS', 'indices': [100, 123], 'display_url': 'ow.ly/g39p307KBUS'}]}",,
3367,4028,817762850253000704,817758523253723137,gjvu,2017-01-07 16:00:31,267375059,DickKraaij,1315,1342,Politics civil society | ChristenUnie conservative & neo-realo | Veritas liberat | Eert ervaringsdeskundigen | Dreamteam includes PVV | RT could be endorsement,105361,RT @gjvu: Inzake klimaat berichtgeving is de #VK een held in cherry picking. Nu weer over opwarmende oceanen die dus afkoelen https://t.co/…,0,[],7,"{'symbols': [], 'hashtags': [{'indices': [45, 48], 'text': 'VK'}], 'user_mentions': [{'id_str': '86321285', 'screen_name': 'gjvu', 'id': 86321285, 'name': 'Gert-Jaap van Ulzen', 'indices': [3, 8]}], 'urls': []}",,
3368,4029,817762695915204612,,,2017-01-07 15:59:54,273351503,TSmaragdina,166,222,"I'm a person that believes that we can create a better world together without governments, and banks  .",60094,dat door de tot vloeistof bevroren CO2  wordt veroorzaakt om dat contact met de in de lucht aanwezige waterdamp als nanodeeltjes bevriest en,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': []}",,
3369,4030,817762306713128960,817437113461473282,BertDeWel,2017-01-07 15:58:21,736092543071313921,HansVanHoof72,95,132,"Mobiliteitsdeskundige/Ruimtelijk planner, amateur paleontoloog, vrijzinnige, natuurliefhebber (en dus woonachtig in de stad)  Twittert in eigen naam.",819,"RT @BertDeWel: CO2-uitstoot Duitse elektriciteitsproductie daalt in 2016 voor 3e jaar op rij, ondanks kernuitstap. https://t.co/iPd9hktE3F",0,[],12,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '2873905618', 'screen_name': 'BertDeWel', 'id': 2873905618, 'name': 'Bert De Wel', 'indices': [3, 13]}], 'urls': [{'url': 'https://t.co/iPd9hktE3F', 'expanded_url': 'https://twitter.com/AgoraEW/status/817434648301146113', 'indices': [115, 138], 'display_url': 'twitter.com/AgoraEW/status…'}]}",,
3370,4031,817762137900744704,817663959083941888,WillemFerwerda,2017-01-07 15:57:41,210819163,TrouwGroen,18117,325,Redactie Groen attendeert u op discussies en nieuws over natuur en duurzaamheid.,6230,"RT @WillemFerwerda: Debat klimaat, CO2, bomen: beter te spreken over lange termijn grootschalig herstel van de ecologische functies van lan…",0,[],15,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '447152476', 'screen_name': 'WillemFerwerda', 'id': 447152476, 'name': 'Willem Ferwerda', 'indices': [3, 18]}], 'urls': []}",,
3371,4032,817761908887605248,817758523253723137,gjvu,2017-01-07 15:56:47,121550057,janwillemvangen,299,575,"Retired. Ex-EZ, ex vz. OR-EZ.  Coach-naar-andere-baan. Internationale Zaken. Klimaat. Space. Vrijwilliger. Raadgever. RT is just that & not more",17817,RT @gjvu: Inzake klimaat berichtgeving is de #VK een held in cherry picking. Nu weer over opwarmende oceanen die dus afkoelen https://t.co/…,0,[],7,"{'symbols': [], 'hashtags': [{'indices': [45, 48], 'text': 'VK'}], 'user_mentions': [{'id_str': '86321285', 'screen_name': 'gjvu', 'id': 86321285, 'name': 'Gert-Jaap van Ulzen', 'indices': [3, 8]}], 'urls': []}",,
3372,4034,817758636525158400,817758523253723137,gjvu,2017-01-07 15:43:46,435686296,inktcoellie,124,246,"mediawatcher,  #constructievejournalistiek , #duiding en #framing",1899,RT @gjvu: Inzake klimaat berichtgeving is de #VK een held in cherry picking. Nu weer over opwarmende oceanen die dus afkoelen https://t.co/…,0,[],7,"{'symbols': [], 'hashtags': [{'indices': [45, 48], 'text': 'VK'}], 'user_mentions': [{'id_str': '86321285', 'screen_name': 'gjvu', 'id': 86321285, 'name': 'Gert-Jaap van Ulzen', 'indices': [3, 8]}], 'urls': []}",,
3373,4035,817758523253723137,,,2017-01-07 15:43:19,86321285,gjvu,1909,293,"Liberaal nuchtere Fries, Ondernemer & heuristische positivo, duurzaam is het pas onder de groene streep. #AquaZumba #Frutarian
http://t.co/brtoOJFX9G",74097,Inzake klimaat berichtgeving is de #VK een held in cherry picking. Nu weer over opwarmende oceanen die dus afkoelen https://t.co/FEFUwnSL06,1,inktcoellie,7,"{'symbols': [], 'hashtags': [{'indices': [35, 38], 'text': 'VK'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FEFUwnSL06', 'expanded_url': 'http://climategate.nl/2017/01/07/martijn-calmthout-vk-koele-zee-lijkt-zo/', 'indices': [116, 139], 'display_url': 'climategate.nl/2017/01/07/mar…'}]}",3.0,thewindfreak;thewindfreak;thewindfreak
3374,4036,817757856791457792,816647346939379714,JeanetteHamster,2017-01-07 15:40:40,128481815,susankimkes,283,285,Communications professional at Shell | PR | tweets are based on my own opinion,697,RT @JeanetteHamster: .@Shell_Nederland: hergebruik van industriële CO2 door tuinders. https://t.co/kA2Xem71wT via @duurzaamBV,0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '1550099521', 'screen_name': 'JeanetteHamster', 'id': 1550099521, 'name': 'Jeanette Hamster', 'indices': [3, 19]}, {'id_str': '950080579', 'screen_name': 'Shell_Nederland', 'id': 950080579, 'name': 'Shell Nederland', 'indices': [22, 38]}, {'id_str': '81643959', 'screen_name': 'DuurzaamBV', 'id': 81643959, 'name': 'DrzmBedrijfsleven.nl', 'indices': [114, 125]}], 'urls': [{'url': 'https://t.co/kA2Xem71wT', 'expanded_url': 'http://www.duurzaambedrijfsleven.nl/circulaire-economie/20109/business-check-up-hergebruik-van-industriele-co2', 'indices': [86, 109], 'display_url': 'duurzaambedrijfsleven.nl/circulaire-eco…'}]}",,
3375,4038,817757241830998016,817752762465263616,PureEnergieNL,2017-01-07 15:38:14,311664545,rensweustink,642,1147,"Get Connected | Tweet op persoonlijke titel over: Architectuur, Politiek, Nieuws, Bestuur, Sport",27171,"RT @PureEnergieNL: De #energietransitie is in volle gang, maar nog niet in Nederland. Hoe kunnen we hier zelf aan bijdragen? Lees meer ►htt…",0,[],2,"{'symbols': [], 'hashtags': [{'indices': [22, 39], 'text': 'energietransitie'}], 'user_mentions': [{'id_str': '2545699256', 'screen_name': 'PureEnergieNL', 'id': 2545699256, 'name': 'Pure Energie', 'indices': [3, 17]}], 'urls': []}",,
3376,4039,817757232867799040,817357461824929794,Belanda,2017-01-07 15:38:12,775616448857202689,JMiluau,489,4993,"Phd neuroscience, MD in brain surgery, live in London, Utrecht Toronto.  love classic music, art, philosophy",229,RT @Belanda: China investeert de komende drie jaar 139 miljard euro in zonne-energie. #klimaat #energietransitie #duurzaamheid https://t.co…,0,[],2,"{'symbols': [], 'hashtags': [{'indices': [86, 94], 'text': 'klimaat'}, {'indices': [95, 112], 'text': 'energietransitie'}, {'indices': [113, 126], 'text': 'duurzaamheid'}], 'user_mentions': [{'id_str': '18994440', 'screen_name': 'Belanda', 'id': 18994440, 'name': '\uf8ff Marcel van Kanten', 'indices': [3, 11]}], 'urls': []}",,
3377,4040,817757013581197312,,,2017-01-07 15:37:19,2985951694,GeertPVVWilders,95,208,"Niet de Voorzitter Tweede Kamerfractie Partij voor de Vrijheid (PVV) / Chairman Party for Freedom (PVV) The Netherlands
Not really Geert.",3118,"Nationaal ZorgFonds bespaart 5,6 miljard jaarlijks (herziene berekening) en verlaagt CO2-footprint https://t.co/mlGQydSVXr
#zorgnu",0,[],0,"{'symbols': [], 'hashtags': [{'indices': [123, 130], 'text': 'zorgnu'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mlGQydSVXr', 'expanded_url': 'http://ow.ly/4jLZ304ZMN0', 'indices': [99, 122], 'display_url': 'ow.ly/4jLZ304ZMN0'}]}",,
3378,4041,817756864406495233,817697869121654784,Remember_1096AD,2017-01-07 15:36:44,718242817,Remember_1096AD,499,333,"#PragueDeclaration Objectivist, austrian economics, gold and silver, libertarian, filosofical and realist.Director (Jung) K-selective.Ex-Military. list me=block",21715,"RT @Remember_1096AD: Zodra iemand iets onwelgevalligs zegt op gebied klimaat immigratie religie vliegen soldaten goedheidspolitie erop af
h…",0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '718242817', 'screen_name': 'Remember_1096AD', 'id': 718242817, 'name': 'It is now 1095AD', 'indices': [3, 19]}], 'urls': []}",,
3379,4042,817756152733847554,817727105320579072,Bijan63,2017-01-07 15:33:54,730379658,lestergas,264,246,,11324,"RT @Bijan63: @willemwansink klopt, helaas ook d NLse media waaronder @telegraaf dragen vl bij t creëren v huidige neg. klimaat &amp; angst voor…",0,[],8,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '442077506', 'screen_name': 'Bijan63', 'id': 442077506, 'name': 'Bijan Moshaver', 'indices': [3, 11]}, {'id_str': '500759862', 'screen_name': 'willemwansink', 'id': 500759862, 'name': 'willem wansink', 'indices': [13, 27]}, {'id_str': '2902821', 'screen_name': 'telegraaf', 'id': 2902821, 'name': 'De Telegraaf', 'indices': [69, 79]}], 'urls': []}",,
3380,4043,817755830384791552,817752762465263616,PureEnergieNL,2017-01-07 15:32:37,906449192,groen4life,746,871,Entrepeneur Sustainabilty/Life Coach/ Manawah/Chairman Art foundation /NZ/Biofood/Family/Transparancy/Changemaker/Political PiratenPartij nr 5 op de NL lijst,8708,"RT @PureEnergieNL: De #energietransitie is in volle gang, maar nog niet in Nederland. Hoe kunnen we hier zelf aan bijdragen? Lees meer ►htt…",0,[],2,"{'symbols': [], 'hashtags': [{'indices': [22, 39], 'text': 'energietransitie'}], 'user_mentions': [{'id_str': '2545699256', 'screen_name': 'PureEnergieNL', 'id': 2545699256, 'name': 'Pure Energie', 'indices': [3, 17]}], 'urls': []}",,
3381,4044,817755655742308352,817667699719471104,ClimateNeutralG,2017-01-07 15:31:56,46957495,groeneMarkus,559,444,Campagneleider bij WISE - Groene stroom? Ja graag! | Duurzaam Dorp Diemen | gitarist & songwriter,1562,RT @ClimateNeutralG: Vliegtickets moeten duurder om klimaat te redden. https://t.co/DuWZXIp7Ds #BNR,0,[],1,"{'symbols': [], 'hashtags': [{'indices': [95, 99], 'text': 'BNR'}], 'user_mentions': [{'id_str': '83910272', 'screen_name': 'ClimateNeutralG', 'id': 83910272, 'name': 'ClimateNeutralGroup', 'indices': [3, 19]}], 'urls': [{'url': 'https://t.co/DuWZXIp7Ds', 'expanded_url': 'https://www.bnr.nl/nieuws/duurzaamheid/10316088/vliegen-in-de-ban-om-klimaatakkoorden-te-redden', 'indices': [71, 94], 'display_url': 'bnr.nl/nieuws/duurzaa…'}]}",,
3382,4046,817755264304742401,,,2017-01-07 15:30:22,2463112652,Climate_Cop,1028,573,"#AGW #ClimateChange #GlobalWarming
#IPCC #ClimateCult #Fraud #Science",159994,#Renewable https://t.co/lKkEVa6rh7 Nieuwsuur windenergie 21 april 2014,0,[],0,"{'symbols': [], 'hashtags': [{'indices': [0, 10], 'text': 'Renewable'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lKkEVa6rh7', 'expanded_url': 'https://www.youtube.com/watch?v=QN7Mmp1nIi8', 'indices': [11, 34], 'display_url': 'youtube.com/watch?v=QN7Mmp…'}]}",,
3383,4047,817755089884643329,817746869237510145,followthis2015,2017-01-07 15:29:41,40624243,RuudvanTendris,10248,339,,9318,"RT @followthis2015: GroeneChemieSter @MarcelWubbolts over klimaat &amp; energie: ""Waarschijnlijk eindigen we boven de 3ªC"" @hansverbraeken http…",0,[],3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '2923618811', 'screen_name': 'followthis2015', 'id': 2923618811, 'name': 'Follow This', 'indices': [3, 18]}, {'id_str': '111306098', 'screen_name': 'marcelwubbolts', 'id': 111306098, 'name': 'Marcel Wubbolts', 'indices': [37, 52]}, {'id_str': '431616275', 'screen_name': 'hansverbraeken', 'id': 431616275, 'name': 'Hans Verbraeken', 'indices': [123, 138]}], 'urls': []}",,
3384,4048,817754424483323904,817468413366898689,AlfonsWispels,2017-01-07 15:27:02,2753273572,RobvanEeden,71,88,,210,"RT @AlfonsWispels: ClimateWise, 29 grootste verzekeraars : #ClimateChange niet meer te verzekeren in de nabije toekomst! https://t.co/nuq8i…",0,[],23,"{'symbols': [], 'hashtags': [{'indices': [59, 73], 'text': 'ClimateChange'}], 'user_mentions': [{'id_str': '2808596993', 'screen_name': 'AlfonsWispels', 'id': 2808596993, 'name': 'Alfons Wispels', 'indices': [3, 17]}], 'urls': []}",,
3385,4049,817754073629945860,,,2017-01-07 15:25:38,796560254,eMBe_Zon,60,330,Senior developer at UNIT4 - Dibis-II. Starting Golfer ;),6169,"Opbrengst zonnepanelen vandaag: 0,51 kWh - 0,23 kg CO2 reductie ~ #eMBeZon info via https://t.co/82PZZIDKBb #mbsolget",0,[],0,"{'symbols': [], 'hashtags': [{'indices': [66, 74], 'text': 'eMBeZon'}, {'indices': [108, 117], 'text': 'mbsolget'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/82PZZIDKBb', 'expanded_url': 'http://www.embezon.nl', 'indices': [84, 107], 'display_url': 'embezon.nl'}]}",,
3386,4050,817753556556087296,817746802766213120,MathiasB9,2017-01-07 15:23:35,18740032,koencarels,496,512,Drongenaar. Werkt voor http://t.co/ps32lTP282 advisering Vlaamse Regering landbouw en visserij. Fietsfreak. Sympathieker in het echt.,5712,RT @MathiasB9: @koencarels @BertDeWel Gaat over co2 emissie per energiedrager. Grafiek van elec productie per bron geeft beter beeld. https…,0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '829597112', 'screen_name': 'MathiasB9', 'id': 829597112, 'name': 'Mathias Bienstman', 'indices': [3, 13]}, {'id_str': '18740032', 'screen_name': 'koencarels', 'id': 18740032, 'name': 'Koen Carels', 'indices': [15, 26]}, {'id_str': '2873905618', 'screen_name': 'BertDeWel', 'id': 2873905618, 'name': 'Bert De Wel', 'indices': [27, 37]}], 'urls': []}",,
3387,4051,817753533512617989,,,2017-01-07 15:23:30,273351503,TSmaragdina,166,222,"I'm a person that believes that we can create a better world together without governments, and banks  .",60094,"spoor over de lucht. het Co2 is zwaarder dan lucht en wordt gebruikt voor het zgn. cloud seeding of wolken zaaien , een effect",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': []}",,
3388,4052,817753433054867456,817721422302875652,HenkDaalder,2017-01-07 15:23:06,906449192,groen4life,746,871,Entrepeneur Sustainabilty/Life Coach/ Manawah/Chairman Art foundation /NZ/Biofood/Family/Transparancy/Changemaker/Political PiratenPartij nr 5 op de NL lijst,8708,"RT @HenkDaalder: .@shell heeft 3 keuzes:
- failliet gaan
- #duurzaam worden
- #CCS2 ontwikkelen en wereldwijd verkopen
@janvos_pvda https:/…",0,[],1,"{'symbols': [], 'hashtags': [{'indices': [59, 68], 'text': 'duurzaam'}, {'indices': [78, 83], 'text': 'CCS2'}], 'user_mentions': [{'id_str': '124747333', 'screen_name': 'HenkDaalder', 'id': 124747333, 'name': 'Duurzame Brabanders', 'indices': [3, 15]}, {'id_str': '20663500', 'screen_name': 'Shell', 'id': 20663500, 'name': 'Shell', 'indices': [18, 24]}, {'id_str': '132211343', 'screen_name': 'janvos_pvda', 'id': 132211343, 'name': 'Jan Vos', 'indices': [119, 131]}], 'urls': []}",,
